SentimentDate,Subject,AvgRawSentiment,NormalizedSentimentScore
2025-02-14,bill hagerty,,
2025-02-14,bob menendez,,
2025-02-14,carper,,
2025-02-14,chris coons,,
2025-02-14,dave mccormick,,
2025-02-14,deb fischer,,
2025-02-14,ed markey,,
2025-02-14,eric schmitt,,
2025-02-14,jerry moran,,
2025-02-14,joe manchin,,
2025-02-14,john barrasso,,
2025-02-14,jon tester,,
2025-02-14,katie britt,,
2025-02-14,kyrsten sinema,,
2025-02-14,maggie hassan,,
2025-02-14,maria cantwell,,
2025-02-14,pete ricketts,,
2025-02-14,richard blumenthal,,
2025-02-14,roger wicker,,
2025-02-14,shelley moore capito,,
2025-02-14,steve daines,,
2025-02-14,tammy baldwin,,
2025-02-15,alex mooney,,
2025-02-15,bernie moreno,,
2025-02-15,bill hagerty,,
2025-02-15,carper,,
2025-02-15,deb fischer,,
2025-02-15,ed markey,,
2025-02-15,jerry moran,,
2025-02-15,joe manchin,,
2025-02-15,john barrasso,,
2025-02-15,katie britt,,
2025-02-15,maria cantwell,,
2025-02-15,markwayne mullin,,
2025-02-15,michael bennet,,
2025-02-15,richard blumenthal,,
2025-02-15,roger wicker,,
2025-02-15,shelley moore capito,,
2025-02-15,sherrod brown,,
2025-02-15,steve daines,,
2025-02-15,tammy baldwin,,
2025-02-16,carper,,
2025-02-16,chris coons,,
2025-02-16,cynthia lummis,,
2025-02-16,dianne feinstein,,
2025-02-16,evan bayh,,
2025-02-16,jim risch,,
2025-02-16,joe manchin,,
2025-02-16,maria cantwell,,
2025-02-16,richard blumenthal,,
2025-02-16,roger wicker,,
2025-02-16,shelley moore capito,,
2025-02-16,sherrod brown,,
2025-02-16,steve daines,,
2025-02-16,tammy baldwin,,
2025-02-17,alex mooney,,
2025-02-17,bob casey,,
2025-02-17,bob menendez,,
2025-02-17,carper,,
2025-02-17,chris coons,,
2025-02-17,cynthia lummis,,
2025-02-17,deb fischer,,
2025-02-17,dianne feinstein,,
2025-02-17,jerry moran,,
2025-02-17,katie britt,,
2025-02-17,maria cantwell,,
2025-02-17,michael bennet,,
2025-02-17,richard blumenthal,,
2025-02-17,roger wicker,,
2025-02-17,shelley moore capito,,
2025-02-17,tammy baldwin,,
2025-02-17,ted budd,,
2025-02-18,alex mooney,,
2025-02-18,bernie moreno,,
2025-02-18,bill hagerty,,
2025-02-18,bob casey,,
2025-02-18,bob corker,,
2025-02-18,bob menendez,,
2025-02-18,carper,,
2025-02-18,cynthia lummis,,
2025-02-18,deb fischer,,
2025-02-18,dianne feinstein,,
2025-02-18,ed markey,,
2025-02-18,jacky rosen,,
2025-02-18,john barrasso,,
2025-02-18,jon tester,,
2025-02-18,katie britt,,
2025-02-18,maria cantwell,,
2025-02-18,markwayne mullin,,
2025-02-18,martin heinrich,,
2025-02-18,mazie hirono,,
2025-02-18,pete ricketts,,
2025-02-18,richard blumenthal,,
2025-02-18,roger wicker,,
2025-02-18,shelley moore capito,,
2025-02-18,ted budd,,
2025-02-19,alex mooney,,
2025-02-19,ben sasse,,
2025-02-19,bernie moreno,,
2025-02-19,bill hagerty,,
2025-02-19,bob casey,,
2025-02-19,bob corker,,
2025-02-19,carper,,
2025-02-19,dave mccormick,,
2025-02-19,deb fischer,,
2025-02-19,dianne feinstein,,
2025-02-19,ed markey,,
2025-02-19,eric schmitt,,
2025-02-19,jeff merkley,,
2025-02-19,jerry moran,,
2025-02-19,joe manchin,,
2025-02-19,john hickenlooper,,
2025-02-19,katie britt,,
2025-02-19,maggie hassan,,
2025-02-19,markwayne mullin,,
2025-02-19,mazie hirono,,
2025-02-19,michael bennet,,
2025-02-19,richard blumenthal,,
2025-02-19,roger wicker,,
2025-02-19,shelley moore capito,,
2025-02-19,steve daines,,
2025-02-19,tammy baldwin,,
2025-02-19,ted budd,,
2025-02-20,alex mooney,,
2025-02-20,ben sasse,,
2025-02-20,bob menendez,,
2025-02-20,carper,,
2025-02-20,dave mccormick,,
2025-02-20,deb fischer,,
2025-02-20,ed markey,,
2025-02-20,eric schmitt,,
2025-02-20,jeff merkley,,
2025-02-20,jerry moran,,
2025-02-20,joe manchin,,
2025-02-20,jon tester,,
2025-02-20,katie britt,,
2025-02-20,katie porter,,
2025-02-20,kyrsten sinema,,
2025-02-20,markwayne mullin,,
2025-02-20,mazie hirono,,
2025-02-20,michael bennet,,
2025-02-20,pete ricketts,,
2025-02-20,roger wicker,,
2025-02-20,shelley moore capito,,
2025-02-21,alex mooney,,
2025-02-21,bob casey,,
2025-02-21,bob menendez,,
2025-02-21,carper,,
2025-02-21,chris coons,,
2025-02-21,cynthia lummis,,
2025-02-21,deb fischer,,
2025-02-21,dianne feinstein,,
2025-02-21,ed markey,,
2025-02-21,eric schmitt,,
2025-02-21,jeff merkley,,
2025-02-21,jerry moran,,
2025-02-21,joe manchin,,
2025-02-21,jon tester,,
2025-02-21,katie britt,,
2025-02-21,katie porter,,
2025-02-21,kyrsten sinema,,
2025-02-21,maria cantwell,,
2025-02-21,markwayne mullin,,
2025-02-21,martin heinrich,,
2025-02-21,mazie hirono,,
2025-02-21,michael bennet,,
2025-02-21,pete ricketts,,
2025-02-21,richard blumenthal,,
2025-02-21,roger wicker,,
2025-02-21,shelley moore capito,,
2025-02-21,steve daines,,
2025-02-21,tammy baldwin,,
2025-02-22,alex mooney,,
2025-02-22,ben sasse,,
2025-02-22,bernie moreno,,
2025-02-22,bob casey,,
2025-02-22,bob menendez,,
2025-02-22,carper,,
2025-02-22,chris coons,,
2025-02-22,cynthia lummis,,
2025-02-22,dave mccormick,,
2025-02-22,deb fischer,,
2025-02-22,dianne feinstein,,
2025-02-22,ed markey,,
2025-02-22,jon tester,,
2025-02-22,katie britt,,
2025-02-22,katie porter,,
2025-02-22,lincoln chafee,,
2025-02-22,markwayne mullin,,
2025-02-22,richard blumenthal,,
2025-02-22,roger wicker,,
2025-02-22,shelley moore capito,,
2025-02-22,steve daines,,
2025-02-22,tammy baldwin,,
2025-02-23,alex mooney,,
2025-02-23,ben sasse,,
2025-02-23,bernie moreno,,
2025-02-23,bob casey,,
2025-02-23,bob menendez,,
2025-02-23,carper,,
2025-02-23,charles grassley,,
2025-02-23,chris coons,,
2025-02-23,dave mccormick,,
2025-02-23,deb fischer,,
2025-02-23,ed markey,,
2025-02-23,eric schmitt,,
2025-02-23,jeff merkley,,
2025-02-23,jerry moran,,
2025-02-23,katie britt,,
2025-02-23,katie porter,,
2025-02-23,kyrsten sinema,,
2025-02-23,maggie hassan,,
2025-02-23,markwayne mullin,,
2025-02-23,richard blumenthal,,
2025-02-23,roger wicker,,
2025-02-23,shelley moore capito,,
2025-02-23,sherrod brown,,
2025-02-23,steve daines,,
2025-02-24,alex mooney,,
2025-02-24,bernie moreno,,
2025-02-24,bill hagerty,,
2025-02-24,bob casey,,
2025-02-24,bob menendez,,
2025-02-24,carper,,
2025-02-24,charles grassley,,
2025-02-24,chris coons,,
2025-02-24,cynthia lummis,,
2025-02-24,dave mccormick,,
2025-02-24,deb fischer,,
2025-02-24,ed markey,,
2025-02-24,eric schmitt,,
2025-02-24,evan bayh,,
2025-02-24,jeff merkley,,
2025-02-24,jerry moran,,
2025-02-24,joe manchin,,
2025-02-24,john barrasso,,
2025-02-24,jon tester,,
2025-02-24,katie porter,,
2025-02-24,markwayne mullin,,
2025-02-24,richard blumenthal,,
2025-02-24,roger wicker,,
2025-02-24,shelley moore capito,,
2025-02-24,sherrod brown,,
2025-02-24,steve daines,,
2025-02-24,tammy baldwin,,
2025-02-25,bill hagerty,,
2025-02-25,bob casey,,
2025-02-25,carper,,
2025-02-25,charles grassley,,
2025-02-25,chris coons,,
2025-02-25,cynthia lummis,,
2025-02-25,dave mccormick,,
2025-02-25,ed markey,,
2025-02-25,eric schmitt,,
2025-02-25,evan bayh,,
2025-02-25,frank lautenberg,,
2025-02-25,james lankford,,
2025-02-25,jerry moran,,
2025-02-25,joe manchin,,
2025-02-25,john barrasso,,
2025-02-25,john hickenlooper,,
2025-02-25,jon tester,,
2025-02-25,katie britt,,
2025-02-25,katie porter,,
2025-02-25,kyrsten sinema,,
2025-02-25,ron wyden,,
2025-02-25,shelley moore capito,,
2025-02-25,sherrod brown,,
2025-02-25,steve daines,,
2025-02-25,tammy baldwin,,
2025-02-25,ted budd,,
2025-02-26,alex mooney,,
2025-02-26,bernie moreno,,
2025-02-26,bill hagerty,,
2025-02-26,carper,,
2025-02-26,charles grassley,,
2025-02-26,cynthia lummis,,
2025-02-26,dave mccormick,,
2025-02-26,ed markey,,
2025-02-26,eric schmitt,,
2025-02-26,evan bayh,,
2025-02-26,frank lautenberg,,
2025-02-26,james lankford,,
2025-02-26,jeff merkley,,
2025-02-26,jerry moran,,
2025-02-26,john hickenlooper,,
2025-02-26,katie britt,,
2025-02-26,katie porter,,
2025-02-26,maggie hassan,,
2025-02-26,martin heinrich,,
2025-02-26,richard blumenthal,,
2025-02-26,ron wyden,,
2025-02-26,shelley moore capito,,
2025-02-26,sherrod brown,,
2025-02-26,steve daines,,
2025-02-26,tammy baldwin,,
2025-02-26,ted budd,,
2025-02-27,alex mooney,,
2025-02-27,bill hagerty,,
2025-02-27,bob casey,,
2025-02-27,carper,,
2025-02-27,charles grassley,,
2025-02-27,chris coons,,
2025-02-27,cynthia lummis,,
2025-02-27,dave mccormick,,
2025-02-27,ed markey,,
2025-02-27,evan bayh,,
2025-02-27,james lankford,,
2025-02-27,jeff merkley,,
2025-02-27,jerry moran,,
2025-02-27,jon tester,,
2025-02-27,markwayne mullin,,
2025-02-27,pete ricketts,,
2025-02-27,richard blumenthal,,
2025-02-27,roger wicker,,
2025-02-27,ron wyden,,
2025-02-27,shelley moore capito,,
2025-02-27,sherrod brown,,
2025-02-27,steve daines,,
2025-02-27,tammy baldwin,,
2025-02-27,ted budd,,
2025-02-28,bernie moreno,,
2025-02-28,bill hagerty,,
2025-02-28,bob casey,,
2025-02-28,chris coons,,
2025-02-28,ed markey,,
2025-02-28,eric schmitt,,
2025-02-28,jeff merkley,,
2025-02-28,jerry moran,,
2025-02-28,jim risch,,
2025-02-28,john hickenlooper,,
2025-02-28,jon tester,,
2025-02-28,markwayne mullin,,
2025-02-28,martin heinrich,,
2025-02-28,michael bennet,,
2025-02-28,pete ricketts,,
2025-02-28,richard blumenthal,,
2025-02-28,roger wicker,,
2025-02-28,shelley moore capito,,
2025-02-28,sherrod brown,,
2025-02-28,tammy baldwin,,
2025-02-28,ted budd,,
2025-03-01,alex mooney,,
2025-03-01,bill hagerty,,
2025-03-01,bob casey,,
2025-03-01,bob menendez,,
2025-03-01,chris coons,,
2025-03-01,deb fischer,,
2025-03-01,ed markey,,
2025-03-01,evan bayh,,
2025-03-01,james lankford,,
2025-03-01,jeff merkley,,
2025-03-01,jerry moran,,
2025-03-01,jim risch,,
2025-03-01,katie britt,,
2025-03-01,maria cantwell,,
2025-03-01,markwayne mullin,,
2025-03-01,michael bennet,,
2025-03-01,richard blumenthal,,
2025-03-01,roger wicker,,
2025-03-01,shelley moore capito,,
2025-03-01,tammy baldwin,,
2025-03-01,ted budd,,
2025-03-02,bernie moreno,,
2025-03-02,bill hagerty,,
2025-03-02,bob casey,,
2025-03-02,bob menendez,,
2025-03-02,chris coons,,
2025-03-02,dave mccormick,,
2025-03-02,deb fischer,,
2025-03-02,eric schmitt,,
2025-03-02,evan bayh,,
2025-03-02,james lankford,,
2025-03-02,jeff merkley,,
2025-03-02,jerry moran,,
2025-03-02,jim risch,,
2025-03-02,katie britt,,
2025-03-02,maria cantwell,,
2025-03-02,michael bennet,,
2025-03-02,pete ricketts,,
2025-03-02,richard blumenthal,,
2025-03-02,roger wicker,,
2025-03-02,steve daines,,
2025-03-02,ted budd,,
2025-03-03,bill hagerty,,
2025-03-03,bob casey,,
2025-03-03,bob menendez,,
2025-03-03,carper,,
2025-03-03,dave mccormick,,
2025-03-03,deb fischer,,
2025-03-03,eric schmitt,,
2025-03-03,james lankford,,
2025-03-03,jerry moran,,
2025-03-03,maria cantwell,,
2025-03-03,michael bennet,,
2025-03-03,pete ricketts,,
2025-03-03,roger wicker,,
2025-03-03,ron wyden,,
2025-03-03,sherrod brown,,
2025-03-03,steve daines,,
2025-03-03,tammy baldwin,,
2025-03-03,ted budd,,
2025-03-04,bernie moreno,,
2025-03-04,bill hagerty,,
2025-03-04,bob casey,,
2025-03-04,carper,,
2025-03-04,dave mccormick,,
2025-03-04,deb fischer,,
2025-03-04,dianne feinstein,,
2025-03-04,james lankford,,
2025-03-04,jeff merkley,,
2025-03-04,jerry moran,,
2025-03-04,joe manchin,,
2025-03-04,katie porter,,
2025-03-04,markwayne mullin,,
2025-03-04,martin heinrich,,
2025-03-04,pete ricketts,,
2025-03-04,ron wyden,,
2025-03-04,sherrod brown,,
2025-03-04,steve daines,,
2025-03-04,ted budd,,
2025-03-05,bernie moreno,,
2025-03-05,bill hagerty,,
2025-03-05,bob casey,,
2025-03-05,bob menendez,,
2025-03-05,dave mccormick,,
2025-03-05,ed markey,,
2025-03-05,jacky rosen,,
2025-03-05,james lankford,,
2025-03-05,jeff merkley,,
2025-03-05,jerry moran,,
2025-03-05,jon tester,,
2025-03-05,katie britt,,
2025-03-05,katie porter,,
2025-03-05,maria cantwell,,
2025-03-05,martin heinrich,,
2025-03-05,michael bennet,,
2025-03-05,pete ricketts,,
2025-03-05,ron wyden,,
2025-03-05,sherrod brown,,
2025-03-05,steve daines,,
2025-03-05,ted budd,,
2025-03-06,bernie moreno,,
2025-03-06,bill hagerty,,
2025-03-06,bob casey,,
2025-03-06,brian schatz,,
2025-03-06,carper,,
2025-03-06,cynthia lummis,,
2025-03-06,ed markey,,
2025-03-06,jacky rosen,,
2025-03-06,james lankford,,
2025-03-06,jeff merkley,,
2025-03-06,jerry moran,,
2025-03-06,joe manchin,,
2025-03-06,john hickenlooper,,
2025-03-06,jon tester,,
2025-03-06,katie britt,,
2025-03-06,markwayne mullin,,
2025-03-06,richard blumenthal,,
2025-03-06,roger wicker,,
2025-03-06,ron wyden,,
2025-03-06,sherrod brown,,
2025-03-06,steve daines,,
2025-03-07,ben sasse,,
2025-03-07,bernie moreno,,
2025-03-07,bill hagerty,,
2025-03-07,bob casey,,
2025-03-07,brian schatz,,
2025-03-07,carper,,
2025-03-07,chris coons,,
2025-03-07,cynthia lummis,,
2025-03-07,deb fischer,,
2025-03-07,ed markey,,
2025-03-07,eric schmitt,,
2025-03-07,jacky rosen,,
2025-03-07,james lankford,,
2025-03-07,jeff merkley,,
2025-03-07,jerry moran,,
2025-03-07,joe manchin,,
2025-03-07,jon tester,,
2025-03-07,katie britt,,
2025-03-07,maria cantwell,,
2025-03-07,markwayne mullin,,
2025-03-07,michael bennet,,
2025-03-07,pete ricketts,,
2025-03-07,richard blumenthal,,
2025-03-07,roger wicker,,
2025-03-07,ron wyden,,
2025-03-07,shelley moore capito,,
2025-03-07,sherrod brown,,
2025-03-07,steve daines,,
2025-03-08,bernie moreno,,
2025-03-08,bill hagerty,,
2025-03-08,bob casey,,
2025-03-08,carper,,
2025-03-08,chris coons,,
2025-03-08,ed markey,,
2025-03-08,eric schmitt,,
2025-03-08,jacky rosen,,
2025-03-08,james lankford,,
2025-03-08,jeff merkley,,
2025-03-08,joe manchin,,
2025-03-08,jon tester,,
2025-03-08,katie britt,,
2025-03-08,katie porter,,
2025-03-08,maria cantwell,,
2025-03-08,michael bennet,,
2025-03-08,richard blumenthal,,
2025-03-08,shelley moore capito,,
2025-03-08,steve daines,,
2025-03-08,tammy baldwin,,
2025-03-09,bob casey,,
2025-03-09,chris coons,,
2025-03-09,ed markey,,
2025-03-09,eric schmitt,,
2025-03-09,jacky rosen,,
2025-03-09,james lankford,,
2025-03-09,jeff merkley,,
2025-03-09,jim risch,,
2025-03-09,joe manchin,,
2025-03-09,jon tester,,
2025-03-09,katie britt,,
2025-03-09,katie porter,,
2025-03-09,maria cantwell,,
2025-03-09,richard blumenthal,,
2025-03-09,ron wyden,,
2025-03-09,shelley moore capito,,
2025-03-09,steve daines,,
2025-03-09,tammy baldwin,,
2025-03-10,bernie moreno,,
2025-03-10,bill hagerty,,
2025-03-10,bob casey,,
2025-03-10,carper,,
2025-03-10,cynthia lummis,,
2025-03-10,dave mccormick,,
2025-03-10,deb fischer,,
2025-03-10,ed markey,,
2025-03-10,eric schmitt,,
2025-03-10,james lankford,,
2025-03-10,joe manchin,,
2025-03-10,katie britt,,
2025-03-10,mazie hirono,,
2025-03-10,michael bennet,,
2025-03-10,pete ricketts,,
2025-03-10,richard blumenthal,,
2025-03-10,roger wicker,,
2025-03-10,ron wyden,,
2025-03-10,shelley moore capito,,
2025-03-10,sherrod brown,,
2025-03-10,steve daines,,
2025-03-10,tammy baldwin,,
2025-03-11,alex mooney,,
2025-03-11,ben sasse,,
2025-03-11,bernie moreno,,
2025-03-11,bob casey,,
2025-03-11,brian schatz,,
2025-03-11,carper,,
2025-03-11,cynthia lummis,,
2025-03-11,dave mccormick,,
2025-03-11,deb fischer,,
2025-03-11,eric schmitt,,
2025-03-11,james lankford,,
2025-03-11,jeff merkley,,
2025-03-11,katie britt,,
2025-03-11,katie porter,,
2025-03-11,markwayne mullin,,
2025-03-11,richard blumenthal,,
2025-03-11,ron wyden,,
2025-03-11,shelley moore capito,,
2025-03-11,sherrod brown,,
2025-03-11,steve daines,,
2025-03-11,tammy baldwin,,
2025-03-12,ben sasse,,
2025-03-12,bernie moreno,,
2025-03-12,bill hagerty,,
2025-03-12,bob casey,,
2025-03-12,chris coons,,
2025-03-12,cynthia lummis,,
2025-03-12,dave mccormick,,
2025-03-12,deb fischer,,
2025-03-12,ed markey,,
2025-03-12,eric schmitt,,
2025-03-12,evan bayh,,
2025-03-12,jacky rosen,,
2025-03-12,james lankford,,
2025-03-12,joe manchin,,
2025-03-12,john hickenlooper,,
2025-03-12,katie britt,,
2025-03-12,katie porter,,
2025-03-12,lincoln chafee,,
2025-03-12,maggie hassan,,
2025-03-12,maria cantwell,,
2025-03-12,markwayne mullin,,
2025-03-12,michael bennet,,
2025-03-12,raphael warnock,,
2025-03-12,richard blumenthal,,
2025-03-12,shelley moore capito,,
2025-03-12,sherrod brown,,
2025-03-12,tammy baldwin,,
2025-03-13,ben sasse,,
2025-03-13,bernie moreno,,
2025-03-13,bill hagerty,,
2025-03-13,bob casey,,
2025-03-13,brian schatz,,
2025-03-13,carper,,
2025-03-13,chris coons,,
2025-03-13,dave mccormick,,
2025-03-13,deb fischer,,
2025-03-13,ed markey,,
2025-03-13,eric schmitt,,
2025-03-13,evan bayh,,
2025-03-13,jacky rosen,,
2025-03-13,jeff merkley,,
2025-03-13,jerry moran,,
2025-03-13,joe manchin,,
2025-03-13,john hickenlooper,,
2025-03-13,katie britt,,
2025-03-13,katie porter,,
2025-03-13,kyrsten sinema,,
2025-03-13,maggie hassan,,
2025-03-13,maria cantwell,,
2025-03-13,markwayne mullin,,
2025-03-13,michael bennet,,
2025-03-13,raphael warnock,,
2025-03-13,richard blumenthal,,
2025-03-13,ron wyden,,
2025-03-13,shelley moore capito,,
2025-03-13,sherrod brown,,
2025-03-14,ben sasse,,
2025-03-14,bernie moreno,,
2025-03-14,bob casey,,
2025-03-14,brian schatz,,
2025-03-14,carper,,
2025-03-14,catherine cortez masto,,
2025-03-14,chris coons,,
2025-03-14,cynthia lummis,,
2025-03-14,dave mccormick,,
2025-03-14,deb fischer,,
2025-03-14,ed markey,,
2025-03-14,eric schmitt,,
2025-03-14,jacky rosen,,
2025-03-14,james lankford,,
2025-03-14,jerry moran,,
2025-03-14,jim risch,,
2025-03-14,john hickenlooper,,
2025-03-14,katie britt,,
2025-03-14,katie porter,,
2025-03-14,kyrsten sinema,,
2025-03-14,maggie hassan,,
2025-03-14,maria cantwell,,
2025-03-14,markwayne mullin,,
2025-03-14,michael bennet,,
2025-03-14,raphael warnock,,
2025-03-14,roger wicker,,
2025-03-14,ron wyden,,
2025-03-14,sherrod brown,,
2025-03-14,steve daines,,
2025-03-14,tammy baldwin,,
2025-03-15,bernie moreno,,
2025-03-15,bill hagerty,,
2025-03-15,bob casey,,
2025-03-15,brian schatz,,
2025-03-15,carper,,
2025-03-15,catherine cortez masto,,
2025-03-15,cynthia lummis,,
2025-03-15,deb fischer,,
2025-03-15,ed markey,,
2025-03-15,evan bayh,,
2025-03-15,jacky rosen,,
2025-03-15,james lankford,,
2025-03-15,jeff merkley,,
2025-03-15,joe manchin,,
2025-03-15,katie britt,,
2025-03-15,katie porter,,
2025-03-15,kyrsten sinema,,
2025-03-15,maggie hassan,,
2025-03-15,maria cantwell,,
2025-03-15,markwayne mullin,,
2025-03-15,michael bennet,,
2025-03-15,raphael warnock,,
2025-03-15,richard blumenthal,,
2025-03-15,roger wicker,,
2025-03-15,ron wyden,,
2025-03-15,tammy baldwin,,
2025-03-15,tammy duckworth,,
2025-03-16,bernie moreno,,
2025-03-16,bob casey,,
2025-03-16,bob menendez,,
2025-03-16,catherine cortez masto,,
2025-03-16,chris coons,,
2025-03-16,cynthia lummis,,
2025-03-16,eric schmitt,,
2025-03-16,jeff merkley,,
2025-03-16,joe manchin,,
2025-03-16,katie porter,,
2025-03-16,kyrsten sinema,,
2025-03-16,maggie hassan,,
2025-03-16,maria cantwell,,
2025-03-16,markwayne mullin,,
2025-03-16,michael bennet,,
2025-03-16,raphael warnock,,
2025-03-16,richard blumenthal,,
2025-03-16,ron wyden,,
2025-03-16,shelley moore capito,,
2025-03-16,sherrod brown,,
2025-03-16,tammy baldwin,,
2025-03-17,bernie moreno,,
2025-03-17,bob casey,,
2025-03-17,carper,,
2025-03-17,catherine cortez masto,,
2025-03-17,chris coons,,
2025-03-17,deb fischer,,
2025-03-17,dianne feinstein,,
2025-03-17,ed markey,,
2025-03-17,jeff merkley,,
2025-03-17,katie britt,,
2025-03-17,katie porter,,
2025-03-17,kyrsten sinema,,
2025-03-17,maggie hassan,,
2025-03-17,michael bennet,,
2025-03-17,raphael warnock,,
2025-03-17,roger wicker,,
2025-03-17,shelley moore capito,,
2025-03-17,tammy baldwin,,
2025-03-17,tammy duckworth,,
2025-03-17,ted budd,,
2025-03-18,bill hagerty,,
2025-03-18,bob casey,,
2025-03-18,bob corker,,
2025-03-18,catherine cortez masto,,
2025-03-18,dave mccormick,,
2025-03-18,deb fischer,,
2025-03-18,ed markey,,
2025-03-18,eric schmitt,,
2025-03-18,jacky rosen,,
2025-03-18,jeff merkley,,
2025-03-18,jerry moran,,
2025-03-18,joe manchin,,
2025-03-18,jon tester,,
2025-03-18,katie britt,,
2025-03-18,katie porter,,
2025-03-18,kyrsten sinema,,
2025-03-18,maggie hassan,,
2025-03-18,mazie hirono,,
2025-03-18,michael bennet,,
2025-03-18,pete ricketts,,
2025-03-18,raphael warnock,,
2025-03-18,richard blumenthal,,
2025-03-18,roger wicker,,
2025-03-18,shelley moore capito,,
2025-03-18,sherrod brown,,
2025-03-18,steve daines,,
2025-03-18,tammy baldwin,,
2025-03-18,tammy duckworth,,
2025-03-18,ted budd,,
2025-03-19,bernie moreno,,
2025-03-19,bob casey,,
2025-03-19,bob menendez,,
2025-03-19,carper,,
2025-03-19,catherine cortez masto,,
2025-03-19,dave mccormick,,
2025-03-19,eric schmitt,,
2025-03-19,evan bayh,,
2025-03-19,jacky rosen,,
2025-03-19,jeff merkley,,
2025-03-19,jerry moran,,
2025-03-19,joe manchin,,
2025-03-19,katie britt,,
2025-03-19,katie porter,,
2025-03-19,kirsten gillibrand,,
2025-03-19,kyrsten sinema,,
2025-03-19,maggie hassan,,
2025-03-19,michael bennet,,
2025-03-19,pete ricketts,,
2025-03-19,richard blumenthal,,
2025-03-19,roger wicker,,
2025-03-19,ron wyden,,
2025-03-19,tammy baldwin,,
2025-03-19,tammy duckworth,,
2025-03-20,ben sasse,,
2025-03-20,bernie moreno,,
2025-03-20,bill hagerty,,
2025-03-20,bob casey,,
2025-03-20,brian schatz,,
2025-03-20,carper,,
2025-03-20,catherine cortez masto,,
2025-03-20,charles grassley,,
2025-03-20,deb fischer,,
2025-03-20,ed markey,,
2025-03-20,evan bayh,,
2025-03-20,jerry moran,,
2025-03-20,jim risch,,
2025-03-20,jon tester,,
2025-03-20,katie britt,,
2025-03-20,katie porter,,
2025-03-20,kirsten gillibrand,,
2025-03-20,kyrsten sinema,,
2025-03-20,maggie hassan,,
2025-03-20,maria cantwell,,
2025-03-20,markwayne mullin,,
2025-03-20,michael bennet,,
2025-03-20,raphael warnock,,
2025-03-20,richard blumenthal,,
2025-03-20,roger wicker,,
2025-03-20,ron wyden,,
2025-03-20,sherrod brown,,
2025-03-20,steve daines,,
2025-03-20,tammy duckworth,,
2025-03-20,ted budd,,
2025-03-21,bernie moreno,,
2025-03-21,bill hagerty,,
2025-03-21,bob casey,,
2025-03-21,carper,,
2025-03-21,catherine cortez masto,,
2025-03-21,dave mccormick,,
2025-03-21,deb fischer,,
2025-03-21,eric schmitt,,
2025-03-21,evan bayh,,
2025-03-21,jeff merkley,,
2025-03-21,jon tester,,
2025-03-21,katie britt,,
2025-03-21,katie porter,,
2025-03-21,kirsten gillibrand,,
2025-03-21,maggie hassan,,
2025-03-21,michael bennet,,
2025-03-21,raphael warnock,,
2025-03-21,richard blumenthal,,
2025-03-21,roger wicker,,
2025-03-21,ron wyden,,
2025-03-21,sherrod brown,,
2025-03-21,steve daines,,
2025-03-21,tammy baldwin,,
2025-03-21,ted budd,,
2025-03-22,bill hagerty,,
2025-03-22,bob casey,,
2025-03-22,catherine cortez masto,,
2025-03-22,dave mccormick,,
2025-03-22,deb fischer,,
2025-03-22,ed markey,,
2025-03-22,eric schmitt,,
2025-03-22,john barrasso,,
2025-03-22,katie britt,,
2025-03-22,michael bennet,,
2025-03-22,raphael warnock,,
2025-03-22,roger wicker,,
2025-03-22,ron wyden,,
2025-03-22,shelley moore capito,,
2025-03-22,sherrod brown,,
2025-03-22,steve daines,,
2025-03-22,tammy baldwin,,
2025-03-22,ted budd,,
2025-03-23,bill hagerty,,
2025-03-23,bob menendez,,
2025-03-23,catherine cortez masto,,
2025-03-23,chris coons,,
2025-03-23,cynthia lummis,,
2025-03-23,dave mccormick,,
2025-03-23,deb fischer,,
2025-03-23,ed markey,,
2025-03-23,jerry moran,,
2025-03-23,joe manchin,,
2025-03-23,john barrasso,,
2025-03-23,katie britt,,
2025-03-23,katie porter,,
2025-03-23,kirsten gillibrand,,
2025-03-23,lincoln chafee,,
2025-03-23,michael bennet,,
2025-03-23,raphael warnock,,
2025-03-23,richard blumenthal,,
2025-03-23,roger wicker,,
2025-03-23,sherrod brown,,
2025-03-23,ted budd,,
2025-03-24,alex mooney,,
2025-03-24,bob casey,,
2025-03-24,catherine cortez masto,,
2025-03-24,cynthia lummis,,
2025-03-24,deb fischer,,
2025-03-24,jacky rosen,,
2025-03-24,john barrasso,,
2025-03-24,katie britt,,
2025-03-24,kirsten gillibrand,,
2025-03-24,maggie hassan,,
2025-03-24,maria cantwell,,
2025-03-24,markwayne mullin,,
2025-03-24,marsha blackburn,,
2025-03-24,mazie hirono,,
2025-03-24,michael bennet,,
2025-03-24,raphael warnock,,
2025-03-24,richard blumenthal,,
2025-03-24,shelley moore capito,,
2025-03-24,sherrod brown,,
2025-03-24,tammy baldwin,,
2025-03-25,alex mooney,,
2025-03-25,ben sasse,,
2025-03-25,bob casey,,
2025-03-25,bob menendez,,
2025-03-25,carper,,
2025-03-25,catherine cortez masto,,
2025-03-25,cynthia lummis,,
2025-03-25,dave mccormick,,
2025-03-25,deb fischer,,
2025-03-25,ed markey,,
2025-03-25,james lankford,,
2025-03-25,jerry moran,,
2025-03-25,joe manchin,,
2025-03-25,john barrasso,,
2025-03-25,katie porter,,
2025-03-25,kirsten gillibrand,,
2025-03-25,lincoln chafee,,
