SentimentDate,Subject,AvgRawSentiment,NormalizedSentimentScore
2025-06-14,tommy tuberville,,
2025-06-15,amy klobuchar,,
2025-06-15,andy beshear,,
2025-06-15,angus king,,
2025-06-15,ben cardin,,
2025-06-15,bernie moreno,,
2025-06-15,bill cassidy,,
2025-06-15,brian schatz,,
2025-06-15,chris coons,,
2025-06-15,cory booker,,
2025-06-15,cynthia lummis,,
2025-06-15,dan sullivan,,
2025-06-15,deb fischer,,
2025-06-15,gary peters,,
2025-06-15,james lankford,,
2025-06-15,joe manchin,,
2025-06-15,john cornyn,,
2025-06-15,john thune,,
2025-06-15,joni ernst,,
2025-06-15,josh hawley,,
2025-06-15,katie britt,,
2025-06-15,katie porter,,
2025-06-15,kyrsten sinema,,
2025-06-15,maria cantwell,,
2025-06-15,mitch mcconnell,,
2025-06-15,pete ricketts,,
2025-06-15,raphael warnock,,
2025-06-15,roger marshall,,
2025-06-15,roger wicker,,
2025-06-15,ron wyden,,
2025-06-15,shelley moore capito,,
2025-06-15,sherrod brown,,
2025-06-15,susan collins,,
2025-06-15,tammy baldwin,,
2025-06-15,tammy duckworth,,
2025-06-15,tina smith,,
2025-06-15,tom cotton,,
2025-06-16,amy klobuchar,,
2025-06-16,andy beshear,,
2025-06-16,angus king,,
2025-06-16,ben cardin,,
2025-06-16,ben sasse,,
2025-06-16,bernie moreno,,
2025-06-16,bill cassidy,,
2025-06-16,bill hagerty,,
2025-06-16,bob casey,,
2025-06-16,bob corker,,
2025-06-16,brian schatz,,
2025-06-16,carper,,
2025-06-16,cory booker,,
2025-06-16,cynthia lummis,,
2025-06-16,dan sullivan,,
2025-06-16,gary peters,,
2025-06-16,james lankford,,
2025-06-16,jeff merkley,,
2025-06-16,jerry moran,,
2025-06-16,joni ernst,,
2025-06-16,josh hawley,,
2025-06-16,katie britt,,
2025-06-16,katie porter,,
2025-06-16,kirsten gillibrand,,
2025-06-16,maria cantwell,,
2025-06-16,markwayne mullin,,
2025-06-16,marsha blackburn,,
2025-06-16,michael bennet,,
2025-06-16,mitch mcconnell,,
2025-06-16,pete ricketts,,
2025-06-16,raphael warnock,,
2025-06-16,richard blumenthal,,
2025-06-16,roger marshall,,
2025-06-16,ron wyden,,
2025-06-16,shelley moore capito,,
2025-06-16,steve daines,,
2025-06-16,susan collins,,
2025-06-16,tammy baldwin,,
2025-06-16,tammy duckworth,,
2025-06-16,tina smith,,
2025-06-16,tom cotton,,
2025-06-16,tommy tuberville,,
2025-06-17,alex mooney,,
2025-06-17,amy klobuchar,,
2025-06-17,andy beshear,,
2025-06-17,angus king,,
2025-06-17,ben cardin,,
2025-06-17,ben sasse,,
2025-06-17,bernie moreno,,
2025-06-17,bill cassidy,,
2025-06-17,bill hagerty,,
2025-06-17,bob casey,,
2025-06-17,bob corker,,
2025-06-17,bob menendez,,
2025-06-17,brian schatz,,
2025-06-17,carper,,
2025-06-17,catherine cortez masto,,
2025-06-17,dan sullivan,,
2025-06-17,dave mccormick,,
2025-06-17,eric schmitt,,
2025-06-17,gary peters,,
2025-06-17,james lankford,,
2025-06-17,jeff merkley,,
2025-06-17,jerry moran,,
2025-06-17,john cornyn,,
2025-06-17,john hickenlooper,,
2025-06-17,john thune,,
2025-06-17,jon ossoff,,
2025-06-17,joni ernst,,
2025-06-17,josh hawley,,
2025-06-17,katie britt,,
2025-06-17,markwayne mullin,,
2025-06-17,marsha blackburn,,
2025-06-17,martin heinrich,,
2025-06-17,michael bennet,,
2025-06-17,mitch mcconnell,,
2025-06-17,patty murray,,
2025-06-17,raphael warnock,,
2025-06-17,richard blumenthal,,
2025-06-17,rick scott,,
2025-06-17,roger marshall,,
2025-06-17,ron wyden,,
2025-06-17,shelley moore capito,,
2025-06-17,steve daines,,
2025-06-17,susan collins,,
2025-06-17,tammy baldwin,,
2025-06-17,tammy duckworth,,
2025-06-17,ted budd,,
2025-06-17,tina smith,,
2025-06-17,tom cotton,,
2025-06-17,tommy tuberville,,
2025-06-18,alex mooney,,
2025-06-18,alex padilla,,
2025-06-18,amy klobuchar,,
2025-06-18,andy beshear,,
2025-06-18,angus king,,
2025-06-18,ben cardin,,
2025-06-18,ben sasse,,
2025-06-18,bernie moreno,,
2025-06-18,bill cassidy,,
2025-06-18,bob casey,,
2025-06-18,bob menendez,,
2025-06-18,brian schatz,,
2025-06-18,catherine cortez masto,,
2025-06-18,charles grassley,,
2025-06-18,chris coons,,
2025-06-18,cory booker,,
2025-06-18,dan sullivan,,
2025-06-18,dave mccormick,,
2025-06-18,dick durbin,,
2025-06-18,eric schmitt,,
2025-06-18,evan bayh,,
2025-06-18,gary peters,,
2025-06-18,jacky rosen,,
2025-06-18,jeff merkley,,
2025-06-18,jerry moran,,
2025-06-18,jim risch,,
2025-06-18,joe manchin,,
2025-06-18,john barrasso,,
2025-06-18,john cornyn,,
2025-06-18,john hickenlooper,,
2025-06-18,john thune,,
2025-06-18,jon ossoff,,
2025-06-18,jon tester,,
2025-06-18,joni ernst,,
2025-06-18,josh hawley,,
2025-06-18,katie britt,,
2025-06-18,kirsten gillibrand,,
2025-06-18,lindsey graham,,
2025-06-18,maria cantwell,,
2025-06-18,markwayne mullin,,
2025-06-18,marsha blackburn,,
2025-06-18,mazie hirono,,
2025-06-18,michael bennet,,
2025-06-18,mitch mcconnell,,
2025-06-18,patty murray,,
2025-06-18,pete ricketts,,
2025-06-18,raphael warnock,,
2025-06-18,rick scott,,
2025-06-18,roger marshall,,
2025-06-18,ron wyden,,
2025-06-18,steve daines,,
2025-06-18,susan collins,,
2025-06-18,tammy baldwin,,
2025-06-18,tammy duckworth,,
2025-06-18,ted budd,,
2025-06-18,tina smith,,
2025-06-18,tom cotton,,
2025-06-18,tommy tuberville,,
2025-06-19,alex padilla,,
2025-06-19,amy klobuchar,,
2025-06-19,andy beshear,,
2025-06-19,angus king,,
2025-06-19,ben cardin,,
2025-06-19,ben sasse,,
2025-06-19,bernie moreno,,
2025-06-19,bill cassidy,,
2025-06-19,bob menendez,,
2025-06-19,brian schatz,,
2025-06-19,carper,,
2025-06-19,catherine cortez masto,,
2025-06-19,cory booker,,
2025-06-19,dan sullivan,,
2025-06-19,dave mccormick,,
2025-06-19,dianne feinstein,,
2025-06-19,dick durbin,,
2025-06-19,elizabeth warren,,
2025-06-19,eric schmitt,,
2025-06-19,evan bayh,,
2025-06-19,gary peters,,
2025-06-19,jacky rosen,,
2025-06-19,james lankford,,
2025-06-19,jeff merkley,,
2025-06-19,jim risch,,
2025-06-19,joe manchin,,
2025-06-19,john barrasso,,
2025-06-19,john cornyn,,
2025-06-19,john hickenlooper,,
2025-06-19,john thune,,
2025-06-19,jon ossoff,,
2025-06-19,jon tester,,
2025-06-19,joni ernst,,
2025-06-19,josh hawley,,
2025-06-19,katie britt,,
2025-06-19,kirsten gillibrand,,
2025-06-19,lindsey graham,,
2025-06-19,maria cantwell,,
2025-06-19,markwayne mullin,,
2025-06-19,marsha blackburn,,
2025-06-19,mazie hirono,,
2025-06-19,michael bennet,,
2025-06-19,mitch mcconnell,,
2025-06-19,patty murray,,
2025-06-19,pete ricketts,,
2025-06-19,raphael warnock,,
2025-06-19,rick scott,,
2025-06-19,roger marshall,,
2025-06-19,ron wyden,,
2025-06-19,sherrod brown,,
2025-06-19,steve daines,,
2025-06-19,susan collins,,
2025-06-19,tammy baldwin,,
2025-06-19,tammy duckworth,,
2025-06-19,ted budd,,
2025-06-19,tina smith,,
2025-06-19,tom cotton,,
2025-06-19,tommy tuberville,,
2025-06-20,alex mooney,,
2025-06-20,alex padilla,,
2025-06-20,amy klobuchar,,
2025-06-20,andy beshear,,
2025-06-20,angus king,,
2025-06-20,ben cardin,,
2025-06-20,ben sasse,,
2025-06-20,bernie moreno,,
2025-06-20,bill cassidy,,
2025-06-20,bill hagerty,,
2025-06-20,bob casey,,
2025-06-20,carper,,
2025-06-20,catherine cortez masto,,
2025-06-20,cory booker,,
2025-06-20,dan sullivan,,
2025-06-20,dick durbin,,
2025-06-20,elizabeth warren,,
2025-06-20,gary peters,,
2025-06-20,jacky rosen,,
2025-06-20,james lankford,,
2025-06-20,jeff merkley,,
2025-06-20,jim risch,,
2025-06-20,john barrasso,,
2025-06-20,john cornyn,,
2025-06-20,john fetterman,,
2025-06-20,john hickenlooper,,
2025-06-20,john thune,,
2025-06-20,jon ossoff,,
2025-06-20,joni ernst,,
2025-06-20,josh hawley,,
2025-06-20,katie britt,,
2025-06-20,kirsten gillibrand,,
2025-06-20,lindsey graham,,
2025-06-20,marsha blackburn,,
2025-06-20,martin heinrich,,
2025-06-20,mazie hirono,,
2025-06-20,michael bennet,,
2025-06-20,mitch mcconnell,,
2025-06-20,patty murray,,
2025-06-20,pete ricketts,,
2025-06-20,raphael warnock,,
2025-06-20,rick scott,,
2025-06-20,roger marshall,,
2025-06-20,roger wicker,,
2025-06-20,ron wyden,,
2025-06-20,steve daines,,
2025-06-20,susan collins,,
2025-06-20,tammy duckworth,,
2025-06-20,ted budd,,
2025-06-20,tina smith,,
2025-06-20,tom cotton,,
2025-06-20,tommy tuberville,,
2025-06-21,alex padilla,,
2025-06-21,amy klobuchar,,
2025-06-21,andy beshear,,
2025-06-21,angus king,,
2025-06-21,ben cardin,,
2025-06-21,ben sasse,,
2025-06-21,bernie moreno,,
2025-06-21,bill cassidy,,
2025-06-21,bob casey,,
2025-06-21,bob menendez,,
2025-06-21,catherine cortez masto,,
2025-06-21,chris coons,,
2025-06-21,cory booker,,
2025-06-21,dan sullivan,,
2025-06-21,dave mccormick,,
2025-06-21,dick durbin,,
2025-06-21,elizabeth warren,,
2025-06-21,eric schmitt,,
2025-06-21,evan bayh,,
2025-06-21,gary peters,,
2025-06-21,james lankford,,
2025-06-21,john barrasso,,
2025-06-21,john cornyn,,
2025-06-21,john fetterman,,
2025-06-21,john thune,,
2025-06-21,jon ossoff,,
2025-06-21,joni ernst,,
2025-06-21,josh hawley,,
2025-06-21,katie britt,,
2025-06-21,katie porter,,
2025-06-21,kirsten gillibrand,,
2025-06-21,kyrsten sinema,,
2025-06-21,lindsey graham,,
2025-06-21,marsha blackburn,,
2025-06-21,martin heinrich,,
2025-06-21,mazie hirono,,
2025-06-21,mitch mcconnell,,
2025-06-21,patty murray,,
2025-06-21,raphael warnock,,
2025-06-21,rick scott,,
2025-06-21,roger marshall,,
2025-06-21,roger wicker,,
2025-06-21,ron wyden,,
2025-06-21,steve daines,,
2025-06-21,susan collins,,
2025-06-21,tammy baldwin,,
2025-06-21,tammy duckworth,,
2025-06-21,ted budd,,
2025-06-21,tina smith,,
2025-06-21,tom cotton,,
2025-06-21,tommy tuberville,,
2025-06-22,alex padilla,,
2025-06-22,amy klobuchar,,
2025-06-22,andy beshear,,
2025-06-22,angus king,,
2025-06-22,ben cardin,,
2025-06-22,bill cassidy,,
2025-06-22,bob casey,,
2025-06-22,carper,,
2025-06-22,cindy hyde-smith,,
2025-06-22,cory booker,,
2025-06-22,cynthia lummis,,
2025-06-22,dan sullivan,,
2025-06-22,dave mccormick,,
2025-06-22,elizabeth warren,,
2025-06-22,eric schmitt,,
2025-06-22,evan bayh,,
2025-06-22,gary peters,,
2025-06-22,jacky rosen,,
2025-06-22,jeff merkley,,
2025-06-22,jim risch,,
2025-06-22,joe manchin,,
2025-06-22,john barrasso,,
2025-06-22,john cornyn,,
2025-06-22,john fetterman,,
2025-06-22,john hickenlooper,,
2025-06-22,john thune,,
2025-06-22,jon ossoff,,
2025-06-22,joni ernst,,
2025-06-22,josh hawley,,
2025-06-22,kirsten gillibrand,,
2025-06-22,kyrsten sinema,,
2025-06-22,lindsey graham,,
2025-06-22,maria cantwell,,
2025-06-22,marsha blackburn,,
2025-06-22,martin heinrich,,
2025-06-22,michael bennet,,
2025-06-22,patty murray,,
2025-06-22,raphael warnock,,
2025-06-22,richard blumenthal,,
2025-06-22,rick scott,,
2025-06-22,roger marshall,,
2025-06-22,ron wyden,,
2025-06-22,susan collins,,
2025-06-22,tammy duckworth,,
2025-06-22,tina smith,,
2025-06-22,tom cotton,,
2025-06-22,tommy tuberville,,
2025-06-23,alex padilla,,
2025-06-23,amy klobuchar,,
2025-06-23,andy beshear,,
2025-06-23,angus king,,
2025-06-23,ben cardin,,
2025-06-23,bernie moreno,,
2025-06-23,bill cassidy,,
2025-06-23,bob casey,,
2025-06-23,brian schatz,,
2025-06-23,carper,,
2025-06-23,catherine cortez masto,,
2025-06-23,chris coons,,
2025-06-23,cory booker,,
2025-06-23,dan sullivan,,
2025-06-23,dave mccormick,,
2025-06-23,dick durbin,,
2025-06-23,elizabeth warren,,
2025-06-23,eric schmitt,,
2025-06-23,gary peters,,
2025-06-23,j.d. vance,,
2025-06-23,jeff merkley,,
2025-06-23,joe manchin,,
2025-06-23,john barrasso,,
2025-06-23,john cornyn,,
2025-06-23,john fetterman,,
2025-06-23,john hickenlooper,,
2025-06-23,jon ossoff,,
2025-06-23,joni ernst,,
2025-06-23,josh hawley,,
2025-06-23,katie porter,,
2025-06-23,kirsten gillibrand,,
2025-06-23,lindsey graham,,
2025-06-23,maggie hassan,,
2025-06-23,maria cantwell,,
2025-06-23,markwayne mullin,,
2025-06-23,marsha blackburn,,
2025-06-23,martin heinrich,,
2025-06-23,michael bennet,,
2025-06-23,mitch mcconnell,,
2025-06-23,rand paul,,
2025-06-23,raphael warnock,,
2025-06-23,rick scott,,
2025-06-23,roger marshall,,
2025-06-23,ron johnson,,
2025-06-23,ron wyden,,
2025-06-23,sherrod brown,,
2025-06-23,steve daines,,
2025-06-23,susan collins,,
2025-06-23,tammy baldwin,,
2025-06-23,tammy duckworth,,
2025-06-23,tina smith,,
2025-06-23,tom cotton,,
2025-06-24,alex mooney,,
2025-06-24,alex padilla,,
2025-06-24,amy klobuchar,,
2025-06-24,angus king,,
2025-06-24,ben cardin,,
2025-06-24,bernie moreno,,
2025-06-24,bill cassidy,,
2025-06-24,bob casey,,
2025-06-24,carper,,
2025-06-24,catherine cortez masto,,
2025-06-24,charles grassley,,
2025-06-24,cory booker,,
2025-06-24,cynthia lummis,,
2025-06-24,dave mccormick,,
2025-06-24,dick durbin,,
2025-06-24,elizabeth warren,,
2025-06-24,eric schmitt,,
2025-06-24,evan bayh,,
2025-06-24,j.d. vance,,
2025-06-24,jacky rosen,,
2025-06-24,jeff merkley,,
2025-06-24,joe manchin,,
2025-06-24,john barrasso,,
2025-06-24,john cornyn,,
2025-06-24,john fetterman,,
2025-06-24,john hickenlooper,,
2025-06-24,john thune,,
2025-06-24,jon ossoff,,
2025-06-24,jon tester,,
2025-06-24,joni ernst,,
2025-06-24,josh hawley,,
2025-06-24,katie britt,,
2025-06-24,kirsten gillibrand,,
2025-06-24,kyrsten sinema,,
2025-06-24,lindsey graham,,
2025-06-24,maggie hassan,,
2025-06-24,maria cantwell,,
2025-06-24,markwayne mullin,,
2025-06-24,marsha blackburn,,
2025-06-24,michael bennet,,
2025-06-24,mitch mcconnell,,
2025-06-24,rand paul,,
2025-06-24,rick scott,,
2025-06-24,roger marshall,,
2025-06-24,roger wicker,,
2025-06-24,ron johnson,,
2025-06-24,ron wyden,,
2025-06-24,sherrod brown,,
2025-06-24,steve daines,,
2025-06-24,susan collins,,
2025-06-24,tammy duckworth,,
2025-06-24,tina smith,,
2025-06-24,tom cotton,,
2025-06-25,alex padilla,,
2025-06-25,amy klobuchar,,
2025-06-25,angus king,,
2025-06-25,ben cardin,,
2025-06-25,ben ray luján,,
2025-06-25,ben sasse,,
2025-06-25,bill cassidy,,
2025-06-25,bob casey,,
2025-06-25,brian schatz,,
2025-06-25,carper,,
2025-06-25,catherine cortez masto,,
2025-06-25,chris coons,,
2025-06-25,cory booker,,
2025-06-25,dan sullivan,,
2025-06-25,dave mccormick,,
2025-06-25,dick durbin,,
2025-06-25,elizabeth warren,,
2025-06-25,eric schmitt,,
2025-06-25,gary peters,,
2025-06-25,j.d. vance,,
2025-06-25,james lankford,,
2025-06-25,jeff merkley,,
2025-06-25,jerry moran,,
2025-06-25,jim risch,,
2025-06-25,joe manchin,,
2025-06-25,john cornyn,,
2025-06-25,john fetterman,,
2025-06-25,john thune,,
2025-06-25,jon ossoff,,
2025-06-25,jon tester,,
2025-06-25,joni ernst,,
2025-06-25,josh hawley,,
2025-06-25,katie britt,,
2025-06-25,katie porter,,
2025-06-25,kirsten gillibrand,,
2025-06-25,lindsey graham,,
2025-06-25,maria cantwell,,
2025-06-25,markwayne mullin,,
2025-06-25,marsha blackburn,,
2025-06-25,michael bennet,,
2025-06-25,mitch mcconnell,,
2025-06-25,patty murray,,
2025-06-25,rand paul,,
2025-06-25,rick scott,,
2025-06-25,roger marshall,,
2025-06-25,ron johnson,,
2025-06-25,ron wyden,,
2025-06-25,sherrod brown,,
2025-06-25,steve daines,,
2025-06-25,susan collins,,
2025-06-25,ted budd,,
2025-06-25,tina smith,,
2025-06-25,tom cotton,,
2025-06-25,tommy tuberville,,
2025-06-26,alex padilla,,
2025-06-26,amy klobuchar,,
2025-06-26,andy beshear,,
2025-06-26,angus king,,
2025-06-26,ben cardin,,
2025-06-26,ben ray luján,,
2025-06-26,ben sasse,,
2025-06-26,bill cassidy,,
2025-06-26,bob casey,,
2025-06-26,brian schatz,,
2025-06-26,carper,,
2025-06-26,cory booker,,
2025-06-26,cynthia lummis,,
2025-06-26,dan sullivan,,
2025-06-26,deb fischer,,
2025-06-26,dianne feinstein,,
2025-06-26,dick durbin,,
2025-06-26,elizabeth warren,,
2025-06-26,eric schmitt,,
2025-06-26,gary peters,,
2025-06-26,j.d. vance,,
2025-06-26,james lankford,,
2025-06-26,jeff merkley,,
2025-06-26,jerry moran,,
2025-06-26,jim risch,,
2025-06-26,joe manchin,,
2025-06-26,john cornyn,,
2025-06-26,john fetterman,,
2025-06-26,john hickenlooper,,
2025-06-26,john thune,,
2025-06-26,jon ossoff,,
2025-06-26,joni ernst,,
2025-06-26,josh hawley,,
2025-06-26,katie britt,,
2025-06-26,kirsten gillibrand,,
2025-06-26,kyrsten sinema,,
2025-06-26,lindsey graham,,
2025-06-26,maria cantwell,,
2025-06-26,markwayne mullin,,
2025-06-26,marsha blackburn,,
2025-06-26,mazie hirono,,
2025-06-26,michael bennet,,
2025-06-26,mitch mcconnell,,
2025-06-26,patty murray,,
2025-06-26,rand paul,,
2025-06-26,richard blumenthal,,
2025-06-26,rick scott,,
2025-06-26,roger marshall,,
2025-06-26,ron johnson,,
2025-06-26,ron wyden,,
2025-06-26,sherrod brown,,
2025-06-26,steve daines,,
2025-06-26,susan collins,,
2025-06-26,tammy duckworth,,
2025-06-26,tina smith,,
2025-06-26,tom cotton,,
2025-06-27,alex padilla,,
2025-06-27,amy klobuchar,,
2025-06-27,andy beshear,,
2025-06-27,angus king,,
2025-06-27,ben cardin,,
2025-06-27,ben ray luján,,
2025-06-27,bernie moreno,,
2025-06-27,bill cassidy,,
2025-06-27,bob casey,,
2025-06-27,carper,,
2025-06-27,cory booker,,
2025-06-27,cynthia lummis,,
2025-06-27,deb fischer,,
2025-06-27,dianne feinstein,,
2025-06-27,dick durbin,,
2025-06-27,elizabeth warren,,
2025-06-27,eric schmitt,,
2025-06-27,evan bayh,,
2025-06-27,gary peters,,
2025-06-27,j.d. vance,,
2025-06-27,james lankford,,
2025-06-27,jeff merkley,,
2025-06-27,jim risch,,
2025-06-27,joe manchin,,
2025-06-27,john cornyn,,
2025-06-27,john fetterman,,
2025-06-27,john thune,,
2025-06-27,jon ossoff,,
2025-06-27,joni ernst,,
2025-06-27,josh hawley,,
2025-06-27,katie britt,,
2025-06-27,katie porter,,
2025-06-27,kirsten gillibrand,,
2025-06-27,lindsey graham,,
2025-06-27,maria cantwell,,
2025-06-27,markwayne mullin,,
2025-06-27,marsha blackburn,,
2025-06-27,mazie hirono,,
2025-06-27,michael bennet,,
2025-06-27,mitch mcconnell,,
2025-06-27,patty murray,,
2025-06-27,rand paul,,
2025-06-27,richard blumenthal,,
2025-06-27,rick scott,,
2025-06-27,roger marshall,,
2025-06-27,ron johnson,,
2025-06-27,ron wyden,,
2025-06-27,steve daines,,
2025-06-27,susan collins,,
2025-06-27,tammy duckworth,,
2025-06-27,tim scott,,
2025-06-27,tina smith,,
2025-06-27,tom cotton,,
2025-06-28,alex padilla,,
2025-06-28,amy klobuchar,,
2025-06-28,andy beshear,,
2025-06-28,angus king,,
2025-06-28,ben cardin,,
2025-06-28,ben ray luján,,
2025-06-28,bernie moreno,,
2025-06-28,bill cassidy,,
2025-06-28,bob casey,,
2025-06-28,brian schatz,,
2025-06-28,catherine cortez masto,,
2025-06-28,cory booker,,
2025-06-28,dan sullivan,,
2025-06-28,deb fischer,,
2025-06-28,dick durbin,,
2025-06-28,elizabeth warren,,
2025-06-28,eric schmitt,,
2025-06-28,evan bayh,,
2025-06-28,gary peters,,
2025-06-28,j.d. vance,,
2025-06-28,james lankford,,
2025-06-28,jeff merkley,,
2025-06-28,jim risch,,
2025-06-28,john cornyn,,
2025-06-28,john fetterman,,
2025-06-28,john thune,,
2025-06-28,jon ossoff,,
2025-06-28,joni ernst,,
2025-06-28,josh hawley,,
2025-06-28,katie britt,,
2025-06-28,katie porter,,
2025-06-28,kirsten gillibrand,,
2025-06-28,lindsey graham,,
2025-06-28,maggie hassan,,
2025-06-28,maria cantwell,,
2025-06-28,martin heinrich,,
2025-06-28,mazie hirono,,
2025-06-28,michael bennet,,
2025-06-28,mitch mcconnell,,
2025-06-28,patty murray,,
2025-06-28,pete ricketts,,
2025-06-28,rand paul,,
2025-06-28,rick scott,,
2025-06-28,roger marshall,,
2025-06-28,ron johnson,,
2025-06-28,ron wyden,,
2025-06-28,steve daines,,
2025-06-28,susan collins,,
2025-06-28,tammy duckworth,,
2025-06-28,tim scott,,
2025-06-28,tina smith,,
2025-06-28,tom cotton,,
2025-06-28,tommy tuberville,,
2025-06-29,alex padilla,,
2025-06-29,amy klobuchar,,
2025-06-29,andy beshear,,
2025-06-29,angus king,,
2025-06-29,ben cardin,,
2025-06-29,ben ray luján,,
2025-06-29,bernie moreno,,
2025-06-29,bill cassidy,,
2025-06-29,bill hagerty,,
2025-06-29,bob casey,,
2025-06-29,chris coons,,
2025-06-29,chris murphy,,
2025-06-29,chuck schumer,,
2025-06-29,cory booker,,
2025-06-29,dan sullivan,,
2025-06-29,dick durbin,,
2025-06-29,ed markey,,
2025-06-29,elizabeth warren,,
2025-06-29,eric schmitt,,
2025-06-29,gary peters,,
2025-06-29,j.d. vance,,
2025-06-29,jeff merkley,,
2025-06-29,jerry moran,,
2025-06-29,john barrasso,,
2025-06-29,john cornyn,,
2025-06-29,john fetterman,,
2025-06-29,john hickenlooper,,
2025-06-29,john thune,,
2025-06-29,jon tester,,
2025-06-29,josh hawley,,
2025-06-29,katie britt,,
2025-06-29,kirsten gillibrand,,
2025-06-29,kyrsten sinema,,
2025-06-29,lindsey graham,,
2025-06-29,markwayne mullin,,
2025-06-29,marsha blackburn,,
2025-06-29,michael bennet,,
2025-06-29,mitch mcconnell,,
2025-06-29,patty murray,,
2025-06-29,pete ricketts,,
2025-06-29,rand paul,,
2025-06-29,raphael warnock,,
2025-06-29,rick scott,,
2025-06-29,roger marshall,,
2025-06-29,ron johnson,,
2025-06-29,ron wyden,,
2025-06-29,steve daines,,
2025-06-29,susan collins,,
2025-06-29,tammy duckworth,,
2025-06-29,ted budd,,
2025-06-29,tim scott,,
2025-06-29,tina smith,,
2025-06-29,tom cotton,,
2025-06-29,tommy tuberville,,
2025-06-30,alex padilla,,
2025-06-30,amy klobuchar,,
2025-06-30,andy beshear,,
2025-06-30,angus king,,
2025-06-30,ben cardin,,
2025-06-30,ben ray luján,,
2025-06-30,bernie moreno,,
2025-06-30,bill cassidy,,
2025-06-30,bob casey,,
2025-06-30,charles grassley,,
2025-06-30,chris coons,,
2025-06-30,chris murphy,,
2025-06-30,chris van hollen,,
2025-06-30,chuck schumer,,
2025-06-30,cory booker,,
2025-06-30,cynthia lummis,,
2025-06-30,dave mccormick,,
2025-06-30,dianne feinstein,,
2025-06-30,ed markey,,
2025-06-30,elizabeth warren,,
2025-06-30,eric schmitt,,
2025-06-30,evan bayh,,
2025-06-30,gary peters,,
2025-06-30,j.d. vance,,
2025-06-30,jeff merkley,,
2025-06-30,jerry moran,,
2025-06-30,john barrasso,,
2025-06-30,john cornyn,,
2025-06-30,john fetterman,,
2025-06-30,john hickenlooper,,
2025-06-30,john thune,,
2025-06-30,jon ossoff,,
2025-06-30,jon tester,,
2025-06-30,josh hawley,,
2025-06-30,katie britt,,
2025-06-30,katie porter,,
2025-06-30,kirsten gillibrand,,
2025-06-30,lindsey graham,,
2025-06-30,lisa murkowski,,
2025-06-30,maria cantwell,,
2025-06-30,markwayne mullin,,
2025-06-30,michael bennet,,
2025-06-30,mitch mcconnell,,
2025-06-30,patty murray,,
2025-06-30,rand paul,,
2025-06-30,raphael warnock,,
2025-06-30,rick scott,,
2025-06-30,roger marshall,,
2025-06-30,ron johnson,,
2025-06-30,ron wyden,,
2025-06-30,sherrod brown,,
2025-06-30,susan collins,,
2025-06-30,tammy duckworth,,
2025-06-30,thom tillis,,
2025-06-30,tim scott,,
2025-06-30,tina smith,,
2025-06-30,tom cotton,,
2025-06-30,tommy tuberville,,
2025-07-01,alex padilla,,
2025-07-01,amy klobuchar,,
2025-07-01,andy beshear,,
2025-07-01,angus king,,
2025-07-01,ben cardin,,
2025-07-01,ben ray luján,,
2025-07-01,ben sasse,,
2025-07-01,bernie moreno,,
2025-07-01,bill cassidy,,
2025-07-01,bill hagerty,,
2025-07-01,bob menendez,,
2025-07-01,carper,,
2025-07-01,charles grassley,,
2025-07-01,chris coons,,
2025-07-01,chris murphy,,
2025-07-01,chris van hollen,,
2025-07-01,chuck schumer,,
2025-07-01,cory booker,,
2025-07-01,cynthia lummis,,
2025-07-01,dan sullivan,,
2025-07-01,dave mccormick,,
2025-07-01,deb fischer,,
2025-07-01,dianne feinstein,,
2025-07-01,ed markey,,
2025-07-01,elizabeth warren,,
2025-07-01,eric schmitt,,
2025-07-01,gary peters,,
2025-07-01,j.d. vance,,
2025-07-01,jeff merkley,,
2025-07-01,jerry moran,,
2025-07-01,joe manchin,,
2025-07-01,john cornyn,,
2025-07-01,john fetterman,,
2025-07-01,john hickenlooper,,
2025-07-01,john thune,,
2025-07-01,jon ossoff,,
2025-07-01,jon tester,,
2025-07-01,joni ernst,,
2025-07-01,josh hawley,,
2025-07-01,kirsten gillibrand,,
2025-07-01,lindsey graham,,
2025-07-01,lisa murkowski,,
2025-07-01,maggie hassan,,
2025-07-01,maria cantwell,,
2025-07-01,markwayne mullin,,
2025-07-01,marsha blackburn,,
2025-07-01,martin heinrich,,
2025-07-01,mitch mcconnell,,
2025-07-01,patty murray,,
2025-07-01,rand paul,,
2025-07-01,raphael warnock,,
2025-07-01,richard blumenthal,,
2025-07-01,rick scott,,
2025-07-01,roger marshall,,
2025-07-01,ron johnson,,
2025-07-01,ron wyden,,
2025-07-01,sherrod brown,,
2025-07-01,susan collins,,
2025-07-01,tammy baldwin,,
2025-07-01,tammy duckworth,,
2025-07-01,ted budd,,
2025-07-01,thom tillis,,
2025-07-01,tim scott,,
2025-07-01,tina smith,,
2025-07-01,tom cotton,,
2025-07-01,tommy tuberville,,
2025-07-02,alex padilla,,
2025-07-02,amy klobuchar,,
2025-07-02,andy beshear,,
2025-07-02,angus king,,
2025-07-02,ben cardin,,
2025-07-02,ben ray luján,,
2025-07-02,ben sasse,,
2025-07-02,bernie moreno,,
2025-07-02,bill cassidy,,
2025-07-02,bill hagerty,,
2025-07-02,bob casey,,
2025-07-02,carper,,
2025-07-02,charles grassley,,
2025-07-02,chris murphy,,
2025-07-02,chris van hollen,,
2025-07-02,chuck schumer,,
2025-07-02,cory booker,,
